date,open,high,low,close,volume,source,price
2024-11-15,3191.077392578125,3268.914794921875,3165.380615234375,3250.9052734375,4999612.0,yahoo_10_years,3250.9052734375
2024-11-16,3242.43603515625,3368.101806640625,3224.474853515625,3285.43359375,2272087.0,yahoo_10_years,3285.43359375
2024-11-17,3285.43359375,3308.723388671875,3196.711181640625,3226.0966796875,2684441.0,yahoo_10_years,3226.0966796875
2024-11-18,3226.11083984375,3337.234375,3203.84130859375,3329.21826171875,5850363.0,yahoo_10_years,3329.21826171875
2024-11-19,3329.21826171875,3372.006591796875,3228.8876953125,3266.867919921875,4569460.0,yahoo_10_years,3266.867919921875
2024-11-20,3266.867919921875,3309.492919921875,3188.02880859375,3218.576171875,3776535.0,yahoo_10_years,3218.576171875
2024-11-21,3218.576171875,3547.5244140625,3192.19677734375,3528.33056640625,9425485.0,yahoo_10_years,3528.33056640625
2024-11-22,3528.33056640625,3590.86865234375,3431.579833984375,3494.572021484375,5797362.0,yahoo_10_years,3494.572021484375
2024-11-23,3494.572021484375,3665.775634765625,3483.324951171875,3563.856689453125,6171615.0,yahoo_10_years,3563.856689453125
2024-11-24,3563.856689453125,3620.751953125,3444.412109375,3531.832275390625,4353187.0,yahoo_10_years,3531.832275390625
2024-11-25,3531.832275390625,3703.760009765625,3463.12890625,3589.91162109375,13613917.0,yahoo_10_years,3589.91162109375
2024-11-26,3589.91162109375,3698.28173828125,3423.087158203125,3492.13916015625,9140829.0,yahoo_10_years,3492.13916015625
2024-11-27,3492.13916015625,3857.376708984375,3469.61181640625,3842.255126953125,11049062.0,yahoo_10_years,3842.255126953125
2024-11-28,3842.255126953125,3842.255126953125,3709.75732421875,3761.054443359375,82516469.0,yahoo_10_years,3761.054443359375
2024-11-29,3761.054443359375,3822.018310546875,3720.414794921875,3769.37841796875,66259690.0,yahoo_10_years,3769.37841796875
2024-11-30,3769.37841796875,3912.16357421875,3742.960205078125,3895.405517578125,10119735.0,yahoo_10_years,3895.405517578125
2024-12-01,3895.405517578125,3929.29345703125,3839.7138671875,3894.619384765625,3272833.0,yahoo_10_years,3894.619384765625
2024-12-02,3894.619384765625,3934.8037109375,3749.599853515625,3824.4365234375,6376786.0,yahoo_10_years,3824.4365234375
2024-12-03,3824.4365234375,3849.38916015625,3700.7138671875,3804.946044921875,8856925.0,yahoo_10_years,3804.946044921875
2024-12-04,3804.94970703125,4090.63818359375,3802.269775390625,4033.55810546875,11284276.0,yahoo_10_years,4033.55810546875
2024-12-05,4033.55810546875,4155.1162109375,3936.77783203125,4002.124755859375,14785667.0,yahoo_10_years,4002.124755859375
2024-12-06,3981.968017578125,4295.4794921875,3977.96142578125,4213.09619140625,3284875.0,yahoo_10_years,4213.09619140625
2024-12-07,4213.09619140625,4227.76220703125,4182.8974609375,4208.9638671875,2783995.0,yahoo_10_years,4208.9638671875
2024-12-08,4207.798828125,4218.84228515625,4138.28564453125,4218.84228515625,1787825.0,yahoo_10_years,4218.84228515625
2024-12-09,4218.84228515625,4218.88671875,3787.2138671875,3907.970458984375,4559216.0,yahoo_10_years,3907.970458984375
2024-12-10,3910.444580078125,3962.5517578125,3715.9599609375,3815.27978515625,4367683.0,yahoo_10_years,3815.27978515625
2024-12-11,3815.095947265625,4042.723388671875,3761.7421875,4031.03271484375,5284612.0,yahoo_10_years,4031.03271484375
2024-12-12,4031.054931640625,4179.46875,3999.8583984375,4070.890869140625,9370317.0,yahoo_10_years,4070.890869140625
2024-12-13,4071.00537109375,4157.06689453125,4056.826416015625,4103.50244140625,4172109.0,yahoo_10_years,4103.50244140625
2024-12-14,4103.50244140625,4137.18310546875,4029.809814453125,4065.510009765625,3547676.0,yahoo_10_years,4065.510009765625
