date,open,high,low,close,volume,source,price
2024-10-29,0.1249449998140335,0.1290909945964813,0.1139219999313354,0.1244650036096572,197661.0,yahoo_10_years,0.1244650036096572
2024-10-30,0.1244650036096572,0.1479579955339431,0.1225320026278495,0.1274919956922531,583552.0,yahoo_10_years,0.1274919956922531
2024-10-31,0.1274919956922531,0.1571989953517913,0.1234259977936744,0.1424839943647384,126748075.0,yahoo_10_years,0.1424839943647384
2024-11-01,0.1424839943647384,0.1452109962701797,0.1322070062160492,0.1347160041332245,61339362.0,yahoo_10_years,0.1347160041332245
2024-11-02,0.1347160041332245,0.1351709961891174,0.126350998878479,0.1287579983472824,20966316.0,yahoo_10_years,0.1287579983472824
2024-11-03,0.1287579983472824,0.1315270066261291,0.1212430000305175,0.1234679967164993,20112021.0,yahoo_10_years,0.1234679967164993
2024-11-04,0.1234679967164993,0.1256950050592422,0.1131609976291656,0.1162550002336502,23214682.0,yahoo_10_years,0.1162550002336502
2024-11-05,0.1162550002336502,0.1198090016841888,0.1162540018558502,0.1187359988689422,17916189.0,yahoo_10_years,0.1187359988689422
2024-11-06,0.1187359988689422,0.1243769973516464,0.1184099987149238,0.124159000813961,29560121.0,yahoo_10_years,0.124159000813961
2024-11-07,0.124159000813961,0.1265529990196228,0.1218170002102851,0.1232020035386085,20970696.0,yahoo_10_years,0.1232020035386085
2024-11-08,0.1232020035386085,0.1238389983773231,0.1204570010304451,0.1218739971518516,19894390.0,yahoo_10_years,0.1218739971518516
2024-11-09,0.1218739971518516,0.1261720061302185,0.1212320029735565,0.1261720061302185,23100398.0,yahoo_10_years,0.1261720061302185
2024-11-10,0.1261810064315796,0.1381420046091079,0.1254560053348541,0.1316799968481063,41260844.0,yahoo_10_years,0.1316799968481063
2024-11-11,0.1316799968481063,0.1341210007667541,0.1283109933137893,0.1319890022277832,35945255.0,yahoo_10_years,0.1319890022277832
2024-11-12,0.1319890022277832,0.1320160031318664,0.1205909997224807,0.1237540021538734,38631796.0,yahoo_10_years,0.1237540021538734
2024-11-13,0.1237540021538734,0.124780997633934,0.1174639984965324,0.1204070001840591,30008771.0,yahoo_10_years,0.1204070001840591
2024-11-14,0.1204070001840591,0.1293279975652694,0.1173740029335022,0.1241929978132247,33059224.0,yahoo_10_years,0.1241929978132247
2024-11-15,0.1241929978132247,0.1297550052404403,0.1238629966974258,0.1290600001811981,29235272.0,yahoo_10_years,0.1290600001811981
2024-11-16,0.1290600001811981,0.142098993062973,0.1285170018672943,0.1379099935293197,41800614.0,yahoo_10_years,0.1379099935293197
2024-11-17,0.1379099935293197,0.1405549943447113,0.1295360028743744,0.1315850019454956,30527525.0,yahoo_10_years,0.1315850019454956
2024-11-18,0.1315850019454956,0.1371040046215057,0.1315450072288513,0.1366579979658126,25788230.0,yahoo_10_years,0.1366579979658126
2024-11-19,0.1366579979658126,0.154458999633789,0.1366579979658126,0.1492500007152557,73112488.0,yahoo_10_years,0.1492500007152557
2024-11-20,0.1492500007152557,0.149276003241539,0.1396519988775253,0.1427720040082931,29119625.0,yahoo_10_years,0.1427720040082931
2024-11-21,0.1427720040082931,0.1490129977464676,0.1414629966020584,0.1490059942007064,32067968.0,yahoo_10_years,0.1490059942007064
2024-11-22,0.1490059942007064,0.1680559962987899,0.1474200040102005,0.1675709933042526,53814355.0,yahoo_10_years,0.1675709933042526
2024-11-23,0.1675709933042526,0.1806109994649887,0.1655299961566925,0.1740750074386596,53704751.0,yahoo_10_years,0.1740750074386596
2024-11-24,0.1740750074386596,0.2107339948415756,0.1739130020141601,0.2077260017395019,111746357.0,yahoo_10_years,0.2077260017395019
2024-11-25,0.2077260017395019,0.2095679938793182,0.1777009963989257,0.1838230043649673,59668054.0,yahoo_10_years,0.1838230043649673
2024-11-26,0.1838230043649673,0.191100001335144,0.1732989996671676,0.1800159960985183,42322909.0,yahoo_10_years,0.1800159960985183
2024-11-27,0.1800159960985183,0.1903800070285797,0.179759994149208,0.1903800070285797,49513727.0,yahoo_10_years,0.1903800070285797
2024-11-28,0.1903800070285797,0.1946139931678772,0.1866379976272583,0.1930299997329712,34961658.0,yahoo_10_years,0.1930299997329712
2024-11-29,0.1930309981107711,0.1967770010232925,0.1891629993915558,0.196612998843193,29672412.0,yahoo_10_years,0.196612998843193
2024-11-30,0.196612000465393,0.2068250030279159,0.1953369975090026,0.2068140059709549,38105414.0,yahoo_10_years,0.2068140059709549
2024-12-01,0.2068140059709549,0.2623229920864105,0.2012609988451004,0.2543309926986694,145563262.0,yahoo_10_years,0.2543309926986694
2024-12-02,0.2543309926986694,0.4150240123271942,0.254267007112503,0.4007399976253509,573858365.0,yahoo_10_years,0.4007399976253509
2024-12-03,0.4007410109043121,0.412880003452301,0.2691810131072998,0.3360899984836578,542141916.0,yahoo_10_years,0.3360899984836578
2024-12-04,0.3360950052738189,0.375436007976532,0.3177630007266998,0.3467530012130737,254892138.0,yahoo_10_years,0.3467530012130737
2024-12-05,0.3467530012130737,0.3467530012130737,0.3141759932041168,0.3203119933605194,162073723.0,yahoo_10_years,0.3203119933605194
2024-12-06,0.31877401471138,0.342492014169693,0.3106000125408172,0.3311440050601959,127506145.0,yahoo_10_years,0.3311440050601959
2024-12-07,0.3311440050601959,0.3449470102787018,0.3118509948253631,0.3170889914035797,88281494.0,yahoo_10_years,0.3170889914035797
2024-12-08,0.3170889914035797,0.3343420028686523,0.3078599870204925,0.3226810097694397,80699746.0,yahoo_10_years,0.3226810097694397
2024-12-09,0.3226810097694397,0.3226949870586395,0.2380930036306381,0.2564300000667572,162747165.0,yahoo_10_years,0.2564300000667572
2024-12-10,0.2564300000667572,0.2718429863452911,0.2315510064363479,0.2573400139808655,136135350.0,yahoo_10_years,0.2573400139808655
2024-12-11,0.2573449909687042,0.2786920070648193,0.2429430037736892,0.2746450006961822,104007436.0,yahoo_10_years,0.2746450006961822
2024-12-12,0.2746450006961822,0.2890689969062805,0.2687810063362121,0.2758510112762451,93327422.0,yahoo_10_years,0.2758510112762451
2024-12-13,0.2758750021457672,0.2779279947280884,0.2674539983272552,0.2739900052547455,53495339.0,yahoo_10_years,0.2739900052547455
2024-12-14,0.2739900052547455,0.3180010020732879,0.2707470059394836,0.2803950011730194,170767325.0,yahoo_10_years,0.2803950011730194
2024-12-15,0.2803950011730194,0.3113920092582702,0.2762190103530884,0.2983840107917785,172885451.0,yahoo_10_years,0.2983840107917785
2024-12-16,0.2982890009880066,0.2990469932556152,0.2652530074119568,0.2665179967880249,93593699.0,yahoo_10_years,0.2665179967880249
